division_name,depot_name,route_code,device_imei,event_location,event_date,speed,ignition_status,gps_status,main_battery_status,vehicle_status,running_status,vehicle_reg_no
DHULE,SHAHADA ,,8.69247E+14,"NH53, Chinchapada, Nandubar, Maharashtra, 425426, India",56:29.0,0,0,1,1,ON ROAD,locationEvent,MH13CU6877
NASIK,PIMPALGAON,,8.67322E+14,"NH60, Saudane, ?????, Nashik, Maharashtra, 423208, India",56:29.0,55.2,1,1,1,ON ROAD,locationEvent,MH14BT3602
WARDHA,WARDHA,,8.62818E+14,"Wardha, Maharashtra, 442001, India",56:28.0,0,0,1,0,ON ROAD,locationEvent,MH40AQ6317
PALGHAR,JAWHAR,,8.69247E+14,"Sunrisenagar, Jawhar, Palghar, Maharashtra, India",56:28.0,0,0,1,1,ON ROAD,"locationEvent,stopEvent",MH13CU7137
PALGHAR,DAHANU,,8.69247E+14,DAHANU Depot,56:28.0,0,0,1,1,ON ROAD,"locationEvent,stopEvent",MH20BL0326
NAGPUR,RAMTEK,,8.62818E+14,"Lakhni, Bhandara, Bhandara, Maharashtra, 441804, India",56:27.0,34.8,0,1,1,ON ROAD,locationEvent,MH40Y5453
NAGPUR,NAGPUR CBS 2,,8.62818E+14,"Outer Ring Road, Nagpur, Maharashtra, 440001, India",56:27.0,42.5,0,1,1,ON ROAD,locationEvent,MH40N8880
THANE,VITTHAL WADI,,8.62818E+14,"Vitthalwadi, Vithalawadi Station road, Vitthalwadi, Kalyan, Thane, Maharashtra, 421002, India",56:26.0,0,0,1,0,ON ROAD,locationEvent,MH20BL2939
LATUR,LATUR,,8.62818E+14,"NH361H, Rainapur, Bir, Bid, Maharashtra, 413527, India",56:26.0,0,0,1,1,ON ROAD,locationEvent,MH20BL3731
KOLHAPUR,KOLHAPUR,,8.68997E+14,"Kolhapur Central Bus Stand, NH166, Shivaji Park, Kolhapur, Maharashtra, 416003, India",56:25.0,0,1,1,1,ON ROAD,locationEvent,MH14BT3396
MUMBAI,MUMBAI CENTRAL,,8.69247E+14,WORKSHOP - Bus Stop,56:24.0,0,1,1,1,ON ROAD,locationEvent,MH20BL3924
SANGLI,MIRAJ,,8.67322E+14,"Mhow Bypass, Mhow Tahsil, Indore, Madhya Pradesh, India",56:24.0,7.8,1,1,1,ON ROAD,locationEvent,MH40N9551
KOLHAPUR,KOLHAPUR,,8.68996E+14,"Shivaji Park, Kolhapur, Maharashtra, 416008, India",56:23.0,0,0,1,0,ON ROAD,locationEvent,MH14BT1278
DHULE,DHULE,,8.69247E+14,"NH53, Bazargaon, Nagpur, Maharashtra, 441103, India",56:23.0,61,1,1,1,ON ROAD,"speedViolationEndAlert,locationEvent",MH20BL3468
NASIK,SATANA,,8.67322E+14,CHAUGAON FATA - Bus Stop,56:23.0,0,1,1,1,ON ROAD,locationEvent,MH40N8830
JALNA,JALNA,,8.69247E+14,JALNA Depot,56:23.0,0,0,1,1,ON ROAD,"stopEvent,locationEvent",MH09EM9457
NAGPUR,NAGPUR CBS 1,,8.62818E+14,"NH53, Sakoli, Bhandara, Bhandara, Maharashtra, 441802, India",56:22.0,60.7,1,1,1,ON ROAD,locationEvent,MH40AQ6452
JALNA,AMBAD,,8.69247E+14,AMBAD Depot,56:22.0,0,1,1,1,ON ROAD,"stopEvent,locationEvent,unauthorizedStopAlert",MH20BL2213
AHMADNAGAR,TARAKPUR,,8.69247E+14,"NH160, Bableshwar, Ahmadnagar, Ahmednagar, Maharashtra, 413 713, India",56:22.0,62.3,1,1,1,ON ROAD,locationEvent,MH14BT3222
MUMBAI,KURLA NEHRU NAGAR,,8.69247E+14,"Talawade Road, More Wasti, Pune, Pune District, Maharashtra, 411001, India",56:22.0,35.2,1,1,1,ON ROAD,locationEvent,MH13CU7961
SATARA,PHALTAN,,8.69247E+14,PHALTAN Depot,56:21.0,0,0,1,1,ON ROAD,locationEvent,MH14BT3539
PUNE,CHINCHWAD,,8.68997E+14,"Pimpri-Chinchwad Bus Stand, Old Mumbai Pune Highway, Kasarwadi, Pune, Pune District, Maharashtra, 411001, India",56:21.0,0,0,1,1,ON ROAD,"locationEvent,stopEvent",MH14BT2958
CHANDRAPUR,CHANDRAPUR,,8.62818E+14,JAMBHADI FATA - Bus Stop,56:21.0,19.8,0,1,1,AT DWS,locationEvent,MH40AQ6271
NASIK,SINNAR,,8.67322E+14,"Pune Nashik Road, Sinnar, ?????, Nashik, Maharashtra, 422103, India",56:20.0,0,1,1,1,ON ROAD,locationEvent,MH07C9164
PUNE,RAJGURUNAGAR,,8.62818E+14,"NH60, Malegaon, ?????, Nashik, Maharashtra, 423200, India",56:20.0,0,1,1,1,ON ROAD,locationEvent,MH14BT4089
NASIK,KALWAN,,8.67322E+14,"NH60, Laling, Dhule, Maharashtra, 424001, India",56:20.0,40.2,1,1,1,ON ROAD,locationEvent,MH20BL4183
RAIGAD,MANGAON,,8.62818E+14,"NH48, Kudal, Satara, Maharashtra, 415514, India",56:20.0,0,0,1,1,ON ROAD,locationEvent,MH14BT2605
DHULE,DHULE,,8.62818E+14,"NH53, Murtijapur, Akola, Maharashtra, 444107, India",56:20.0,0,1,1,1,ON ROAD,locationEvent,MH20BL3935
NASIK,PIMPALGAON,,8.67322E+14,"NH53, ?????, Jalgaon, Maharashtra, 425305, India",56:19.0,57.9,1,1,1,ON ROAD,locationEvent,MH40Y5654
THANE,WADA,,8.62818E+14,"SH35, Wada, Palghar, Maharashtra, India",56:19.0,0,0,1,0,ON ROAD,locationEvent,MH20BL3531
JALGAON,JALGAON,,8.69247E+14,WORKSHOP - Bus Stop,56:19.0,0,1,1,1,ON ROAD,locationEvent,MH40N9832
AURANGABAD,AURANGABAD I,,8.62818E+14,"Chhatrapati Shivaji Highway, N-2 Cidco, Cidco, Aurangabad, Maharashtra, 431002, India",56:18.0,0,1,1,1,ON ROAD,"unauthorizedStopAlert,locationEvent,stopEvent",MH14BT2492
NASIK,KALWAN,,8.67322E+14,"NH60, Saudane, ?????, Nashik, Maharashtra, 423208, India",56:18.0,0,1,1,1,ON ROAD,locationEvent,MH14BT4180
JALNA,JALNA,,8.69247E+14,"Rahmangunj, Jalna, Maharashtra, 431200, India",56:18.0,0,1,1,1,ON ROAD,locationEvent,MH20BL1325
THANE,THANE II,,8.67322E+14,THANE CBS - Bus Stop,56:18.0,0,0,1,0,ON ROAD,"locationEvent,lowBatteryAlert",MH20D9997
PUNE,BARAMATI MIDC,,8.62818E+14,"Undavadisupe, Pune, Pune District, Maharashtra, India",56:18.0,0,1,2,1,ON ROAD,locationEvent,MH14BT2882
AURANGABAD,AURANGABAD I,,8.62818E+14,"NH53;548C, Khamgaon, Buldhana, Maharashtra, 444300, India",56:17.0,42.4,1,1,1,ON ROAD,"harshAccelerateAlert,locationEvent",MH20BL3255
PALGHAR,ARNALA,,8.69247E+14,"Agashi Road, Arnala, Palghar, Maharashtra, India",56:17.0,0,0,1,1,ON ROAD,locationEvent,MH20BL1670
NASIK,SINNAR,,8.67322E+14,"NH52, Sangavi, Dhule, Maharashtra, 425326, India",56:17.0,0,1,1,1,ON ROAD,locationEvent,MH14BT4418
AURANGABAD,AURANGABAD II,,8.69247E+14,AURANGABAD - Bus Stop,56:17.0,0,0,1,1,ON ROAD,"stopEvent,locationEvent,unauthorizedStopAlert",MH09EM8724
PUNE,SHIVAJINAGAR,,8.68996E+14,"NH753A, Jalna, Maharashtra, 431200, India",56:16.0,0,1,1,1,ON ROAD,locationEvent,MH06S8347
NASIK,KALWAN,,8.67322E+14,"NH160, Ambad, Octroi Naka, ?????, Nashik, Maharashtra, 422010, India",56:16.0,50.3,1,1,1,ON ROAD,locationEvent,MH14BT4528
KOLHAPUR,RADHANAGARI,,8.69247E+14,"Radhanagri, Radhanagari, Kolhapur, Maharashtra, 416212, India",56:16.0,0,0,1,1,ON ROAD,locationEvent,MH14BT4045
THANE,KALYAN,,8.62818E+14,"Kalyan, Thane, Maharashtra, 421306, India",56:16.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent",MH20BL2731
PUNE,RAJGURUNAGAR,,8.62818E+14,"State Highway 10, Malegaon, ?????, Nashik, Maharashtra, 423200, India",56:15.0,0,1,1,1,AT DWS,locationEvent,MH14BT3167
NASIK,KALWAN,,8.67322E+14,"NH160, Ambad, Octroi Naka, ?????, Nashik, Maharashtra, 422010, India",56:15.0,50.2,1,1,1,ON ROAD,locationEvent,MH07C9345
WARDHA,WARDHA,,8.62818E+14,"Wardha, Maharashtra, 442001, India",56:15.0,0,0,1,0,ON ROAD,locationEvent,MH20BL4207
PUNE,NARAYANGAON,,8.62818E+14,"NH753F, Aurangabad, Maharashtra, 431138, India",56:14.0,61.6,1,1,1,ON ROAD,locationEvent,MH14BT4195
THANE,THANE I,,8.69247E+14,"Shree Nateshwar Mahadev Mandir Marg, Dnyaneshwar Nagar, Naupada, Thane, Maharashtra, 400606, India",56:14.0,0,0,1,1,ON ROAD,"stopEvent,locationEvent",MH09EM9485
NAGPUR,RAMTEK,,8.62818E+14,"NH53, Sakoli, Bhandara, Bhandara, Maharashtra, 441802, India",56:14.0,20.4,0,1,1,ON ROAD,locationEvent,MH40Y5767
NAGPUR,NAGPUR CBS 2,,8.62818E+14,"Lakhni, Bhandara, Bhandara, Maharashtra, 441804, India",56:14.0,20,0,1,1,ON ROAD,locationEvent,MH40Y5274
NASIK,SINNAR,,8.67322E+14,"Andhra Bank, Pune Nashik Road, Sinnar, ?????, Nashik, Maharashtra, 422103, India",56:14.0,0,0,1,1,ON ROAD,locationEvent,MH14BT0772
WARDHA,WARDHA,,8.62818E+14,"Wardha, Maharashtra, 442001, India",56:13.0,0,0,1,0,ON ROAD,locationEvent,MH40Y5543
JALGAON,PACHORA,,8.69247E+14,"MDR35, Pachora, ?????, Jalgaon, Maharashtra, 424200, India",56:12.0,0,0,1,1,ON ROAD,"stopEvent,locationEvent,unauthorizedStopAlert",MH13CU7917
PUNE,TALEGAON,,8.62818E+14,"NH60, Narayangaon, Pune, Pune District, Maharashtra, 410504, India",56:10.0,34.2,1,1,1,ON ROAD,locationEvent,MH14BT3169
PUNE,SHIVAJINAGAR,,8.67322E+14,"Wakad, Punawale, Pune, Pune District, Maharashtra, 411033, India",56:10.0,0,0,1,1,OFF ROAD,locationEvent,MH09EM1276
RATNAGIRI,RATNAGIRI,,8.69247E+14,BAMBAR - Bus Stop,56:09.0,0,0,1,1,ON ROAD,locationEvent,MH13CU7830
RATNAGIRI,RATNAGIRI,,8.69247E+14,BAMBAR - Bus Stop,56:09.0,0,0,1,1,ON ROAD,"stopEvent,locationEvent",MH09EM8639
SATARA,SATARA,,8.68997E+14,"Gulbarga - Solapur Highway, Chaudapura, Afzalpura taluku, Kalaburagi district, Karnataka, 585265, India",56:09.0,0,0,1,1,ON ROAD,"locationEvent,tiltAlert",MH11BL9307
PARBHANI,GANGAKHED,,8.69247E+14,"Gangakhed, Parbhani, Maharashtra, 431514, India",56:08.0,0,0,1,1,ON ROAD,locationEvent,MH13CU7924
NASIK,NANDGAON,,8.68997E+14,"NH60, Nashik, ?????, Nashik, Maharashtra, 422001, India",56:08.0,61.3,1,1,1,ON ROAD,"locationEvent,speedViolationEndAlert",MH14HG8413
AURANGABAD,AURANGABAD II,,8.69247E+14,"NH753F, Phardapur, Aurangabad, Maharashtra, 431118, India",56:08.0,39,1,1,1,ON ROAD,locationEvent,MH20EL2463
THANE,THANE I,,8.69247E+14,"NH160, Mundegaon, ?????, Nashik, Maharashtra, 422404, India",56:08.0,0,0,1,1,ON ROAD,locationEvent,MH13CU6843
PUNE,RAJGURUNAGAR,,8.62818E+14,"Rajgurunagar Wafgaon Road, Rajgurunagar, Khed, Pune, Pune District, Maharashtra, 412205, India",56:08.0,0,0,1,0,ON ROAD,locationEvent,MH14BT2811
SANGLI,JAT,,8.69247E+14,"NH166E, Jath, Jat, Sangli district, Maharashtra, 416404, India",56:07.0,0,0,1,1,ON ROAD,"locationEvent,unauthorizedStopAlert,stopEvent",MH11BL9378
SANGLI,TASGAON,,8.69247E+14,"NH160, Tasgaon, Sangli district, Maharashtra, 416312, India",56:07.0,0,0,1,1,ON ROAD,locationEvent,MH06S8432
SINDHUDURG,DEOGAD,,8.62818E+14,DEOGAD Depot,56:07.0,0,0,1,1,AT DWS,locationEvent,MH14BT1456
AHMADNAGAR,TARAKPUR,,8.69247E+14,NAVA - Bus Stop,56:07.0,0,0,1,1,ON ROAD,locationEvent,MH14BT4999
AHMADNAGAR,SANGAMNER,,8.62818E+14,"Sangamner, Ahmadnagar, Ahmednagar, Maharashtra, 422605, India",56:06.0,0,1,1,0,ON ROAD,"mainBatteryDisconnectAlert,locationEvent",MH14BT3087
PUNE,SWARGATE,,8.68996E+14,SWARGATE Depot,56:06.0,0,0,1,1,ON ROAD,locationEvent,MH06S8287
SATARA,SATARA,,8.68996E+14,SATARA Depot,56:06.0,0,0,1,1,ON ROAD,"locationEvent,tiltAlert,stopEvent",MH11BL9439
THANE,THANE I,,8.67322E+14,"Kolse Wadi, Naupada, Thane, Maharashtra, 400606, India",56:05.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent",MH14BT4485
NASIK,IGATPURI,,8.67322E+14,"NH160, Ambad, Octroi Naka, ?????, Nashik, Maharashtra, 422010, India",56:05.0,0,1,1,1,ON ROAD,locationEvent,MH14BT3272
PUNE,RAJGURUNAGAR,,8.62818E+14,"NH52, Niwali Tahsil, Barwani, Maharashtra, 451666, India",56:05.0,28.5,1,1,1,ON ROAD,locationEvent,MH07C9600
BEED,AMBAJOGAI,,8.62818E+14,"SH156;SH157, Ambajogai, Bir, Bid, Maharashtra, 431517, India",56:04.0,0,1,1,1,ON ROAD,locationEvent,MH20BL3784
NAGPUR,RAMTEK,,8.62818E+14,REMTEK BUS - Bus Stop,56:04.0,0,0,1,1,ON ROAD,locationEvent,MH40AQ6024
THANE,THANE II,,8.67322E+14,"NH52, Sangavi, Dhule, Maharashtra, 425326, India",56:04.0,0,1,1,1,ON ROAD,locationEvent,MH20BL3110
AURANGABAD,AURANGABAD II,,8.69247E+14,"Guatam Nagar, Osmanpura, Aurangabad, Maharashtra, 431002, India",56:04.0,0,1,1,1,ON ROAD,"locationEvent,stopEvent",MH20D8518
NEW VEHICLES,NEW VEHICLES,,8.69247E+14,"NH53, Bhusawal, ?????, Jalgaon, Maharashtra, 425200, India",56:03.0,28.3,1,1,1,ON ROAD,locationEvent,MB1PBEHD6KEYE5930
KOLHAPUR,KOLHAPUR,,8.68997E+14,KOLHAPUR Depot,56:03.0,0,0,1,0,ON ROAD,locationEvent,MH20BL1135
AURANGABAD,AURANGABAD I,,8.68997E+14,"Aurangabad Nagpur Road, Jalna, Maharashtra, 431200, India",56:03.0,67,1,1,1,ON ROAD,"locationEvent,harshAccelerateAlert",MH20BL3035
NASIK,NASIK I,,8.67322E+14,"NH52, Hadakhed, Dhule, Maharashtra, 425326, India",56:02.0,0,1,1,1,ON ROAD,"locationEvent,ignitionOnAlert",MH07C7343
NASIK,SINNAR,,8.67322E+14,"NH52, Palsner, Dhule, Maharashtra, 425326, India",56:02.0,0,1,1,1,ON ROAD,locationEvent,MH14BT0929
NASIK,SATANA,,8.67322E+14,SATANA - Bus Stop,56:02.0,0,1,1,1,ON ROAD,locationEvent,MH14BT4504
SATARA,KARAD,,8.67322E+14,"Link On East Bus Stand, Agashiv Nagar, Karad, Satara, Maharashtra, 415100, India",56:01.0,0,1,1,1,ON ROAD,locationEvent,MH14BT0763
PALGHAR,ARNALA,,8.62818E+14,"State Highway 14, Chopda, ?????, Jalgaon, Maharashtra, 425107, India",56:00.0,0,0,1,1,ON ROAD,locationEvent,MH14BT2617
PUNE,BHOR,,8.62818E+14,"NH965, Solapur, Maharashtra, 413109, India",56:00.0,39.2,0,1,1,ON ROAD,locationEvent,MH20BL1358
PUNE,RAJGURUNAGAR,,8.62818E+14,"State Highway 10, Malegaon, ?????, Nashik, Maharashtra, 423200, India",55:59.0,0,1,1,1,ON ROAD,locationEvent,MH14BT0516
PARBHANI,PARBHANI,,8.69247E+14,"NH61, Parbhani, Maharashtra, 431400, India",55:59.0,0,0,1,1,ON ROAD,locationEvent,MH13CU7135
NAGPUR,NAGPUR RURAL 2,,8.62818E+14,"Nagpur Main Bus Stand, Bus Stand Road, Shaniwari, Gandhi Baug, Nagpur, Maharashtra, 440001, India",55:59.0,0,0,1,0,ON ROAD,locationEvent,MH11BL9220
BEED,PARALI,,8.69247E+14,"NH548B, Parli, Bir, Bid, Maharashtra, 431515, India",55:58.0,0,1,1,1,ON ROAD,"locationEvent,stopEvent",MH13CU7834
JALGAON,JALGAON,,8.69247E+14,JALGAON Depot,55:58.0,0,0,1,1,ON ROAD,"stopEvent,locationEvent",MH09EM9064
SATARA,PHALTAN,,8.69247E+14,"SH61, Sadar Bazar, Satara, Maharashtra, 415002, India",55:58.0,0,0,1,1,ON ROAD,"stopEvent,locationEvent",MH12EF6700
THANE,SHAHAPUR,,8.62818E+14,"SH38, Shahapur, Thane, Maharashtra, 421601, India",55:58.0,0,0,1,0,ON ROAD,locationEvent,MH14BT2479
AHMADNAGAR,TARAKPUR,,8.69247E+14,"NH753C, Shelu, Washim, Maharashtra, 444402, India",55:57.0,56.2,1,1,1,ON ROAD,locationEvent,MH40AQ6018
THANE,KALYAN,,8.62818E+14,"Kalyan, Thane, Maharashtra, 421306, India",55:57.0,0,0,1,1,ON ROAD,locationEvent,MH14BT2770
PUNE,BARAMATI,,8.62818E+14,"NH753A;752I, Jalna, Maharashtra, 431200, India",55:57.0,13.5,1,1,1,ON ROAD,locationEvent,MH14BT4066
PUNE,BARAMATI,,8.62818E+14,"NH753A;752I, Jalna, Maharashtra, 431200, India",55:56.0,21.8,1,1,1,ON ROAD,locationEvent,MH07C7554
LATUR,LATUR,,8.62818E+14,"NH361H, Rainapur, Bir, Bid, Maharashtra, 413527, India",55:56.0,0,1,1,1,ON ROAD,locationEvent,MH20BL3587
PUNE,CHINCHWAD,,8.68996E+14,"Pimpri-Chinchwad Bus Stand, Old Mumbai Pune Highway, Kasarwadi, Pune, Pune District, Maharashtra, 411001, India",55:56.0,0,0,1,1,ON ROAD,locationEvent,MH14BT3466
RAIGAD,PEN,,8.62818E+14,"Mumbai-Pune Expressway, Malavli, Pune, Pune District, Maharashtra, 410401, India",55:56.0,0,0,1,1,ON ROAD,locationEvent,MH20BL2753
RAIGAD,SHRIVARDHAN,,8.69247E+14,"Rajesh Hotel, Panchgani-Mahabaleshawar Road, Mahabaleshwar, Satara, Maharashtra, 412806, India",55:55.0,25.9,1,1,1,ON ROAD,locationEvent,MH13CU6583
NASIK,KALWAN,,8.67322E+14,"Dindori Road, Panchvati, Nashik, ?????, Nashik, Maharashtra, 422001, India",55:55.0,45.9,1,1,1,ON ROAD,locationEvent,MH14BT4414
SATARA,PHALTAN,,8.69247E+14,PHALTAN Depot,55:55.0,0,0,1,1,ON ROAD,locationEvent,MH14BT0594
SATARA,PARGAON KHANDALA,,8.69247E+14,"Khandala, Satara, Maharashtra, 412802, India",55:54.0,0,0,1,1,ON ROAD,locationEvent,MH14BT3543
RAIGAD,PEN,,8.62818E+14,PEN Depot,55:54.0,0,0,1,1,ON ROAD,locationEvent,MH20D9655
NEW VEHICLES,NEW VEHICLES,,8.69247E+14,"Roha Bus Station, SH60, Roha, Kulaba, Raigad, Maharashtra, 402105, India",55:54.0,0,0,1,1,ON ROAD,locationEvent,MB1PREHDXKECE2199
PUNE,BARAMATI,,8.62818E+14,"NH548C, Lonar, Buldhana, Maharashtra, 443302, India",55:53.0,44.4,1,1,1,ON ROAD,locationEvent,MH14BT3492
AHMADNAGAR,SHEVGAON,,8.69247E+14,"SH44;SH148, Ahmadnagar, Ahmednagar, Maharashtra, 414502, India",55:53.0,0,0,1,0,ON ROAD,locationEvent,MH40AQ6019
RATNAGIRI,CHIPLUN,,8.68997E+14,"Chiplun Bus Station, Mumbai Goa Highway, Chiplun, Ratnagiri, Maharashtra, 415600, India",55:53.0,0,1,1,1,ON ROAD,"locationEvent,stopEvent",MH14BT0179
SATARA,WAI,,8.68997E+14,"Satara, Maharashtra, 412803, India",55:53.0,0,1,1,1,ON ROAD,locationEvent,MH07C9580
PUNE,RAJGURUNAGAR,,8.68996E+14,"State Highway 10, Malegaon, ?????, Nashik, Maharashtra, 423200, India",55:53.0,0,1,1,1,ON ROAD,locationEvent,MH20BL1361
PUNE,SWARGATE,,8.68996E+14,"Malegaon Bypass, Malegaon, ?????, Nashik, Maharashtra, 423200, India",55:51.0,24.2,1,1,1,ON ROAD,locationEvent,MH06S8948
OSMANABAD,OSMANABAD,,8.62818E+14,OSMANABAD Depot,55:50.0,0,0,1,1,ON ROAD,locationEvent,MH20BL3926
SATARA,PHALTAN,,8.62818E+14,"MSEB Colony, Phaltan, Satara, Maharashtra, 415523, India",55:50.0,0,0,1,0,ON ROAD,locationEvent,MH07C7365
OSMANABAD,OMERGA,,8.69247E+14,"NH753F, Phardapur, Aurangabad, Maharashtra, 431118, India",55:49.0,42,1,1,1,ON ROAD,locationEvent,MH13CU6870
NASIK,NASIK I,,8.67322E+14,"NH52, Hadakhed, Dhule, Maharashtra, 425326, India",55:49.0,43.5,1,1,1,ON ROAD,locationEvent,MH14BT3772
SOLAPUR,AKLUJ,,8.62818E+14,"Akluj, Solapur, Maharashtra, 413101, India",55:49.0,0,0,1,1,ON ROAD,locationEvent,MH14BT4701
RAIGAD,MAHAD,,8.62818E+14,"Solapur Road, Yavat, Pune, Pune District, Maharashtra, 412214, India",55:49.0,50.3,1,1,1,ON ROAD,locationEvent,MH20BL1877
KOLHAPUR,MALKAPOOR,,8.69247E+14,"Dattatreya Temple, Pitali Ganpati Chowk, Tarabai Park, Shivaji Park, Kolhapur, Maharashtra, 416003, India",55:48.0,0,0,1,1,ON ROAD,"locationEvent,stopEvent,unauthorizedStopAlert",MH12CH7718
NASIK,MANMAD,,8.68997E+14,"Manmad Bus Depot, NH752G, Bhabad Basti, Manmad, ?????, Nashik, Maharashtra, 423104, India",55:48.0,0,1,1,1,ON ROAD,locationEvent,MH14BT3273
NAGPUR,NAGPUR CBS 2,,8.62818E+14,"Gandhi Baug, Nagpur, Maharashtra, 440001, India",55:48.0,0,0,1,0,ON ROAD,"mainBatteryDisconnectAlert,locationEvent",MH14BT1251
PUNE,BHOR,,8.62818E+14,"Deulgaon Raja, Buldhana, Maharashtra, 443204, India",55:48.0,42.4,1,1,1,ON ROAD,locationEvent,MH40N9464
MUMBAI,PANVEL,,8.69247E+14,"Beed, Bir, Bid, Maharashtra, 431122, India",55:48.0,0,1,1,1,ON ROAD,"locationEvent,stopEvent",MH20BL1924
RATNAGIRI,DAPOLI,,8.69247E+14,"Dapoli ST, SH104, Dapoli, Kulaba, Konkan Division, Maharashtra, 415712, India",55:48.0,0,0,1,1,ON ROAD,locationEvent,MH20BL1488
RAIGAD,SHRIVARDHAN,,8.69247E+14,"Shrivardhan, Kulaba, Konkan Division, Maharashtra, 402110, India",55:48.0,0,1,2,1,ON ROAD,"locationEvent,stopEvent,unauthorizedStopAlert",MH09FL0205
AURANGABAD,GANGAPUR,,8.69247E+14,"Gangapur, Aurangabad, Maharashtra, 431109, India",55:47.0,0,0,1,1,ON ROAD,"unauthorizedStopAlert,stopEvent,locationEvent",MH13CU7964
JALNA,PARTUR,,8.62818E+14,"Malegaon, Washim, Maharashtra, 444503, India",55:47.0,68.8,0,1,1,ON ROAD,locationEvent,MH20BL3604
THANE,THANE II,,8.69247E+14,THANE CBS - Bus Stop,55:46.0,0,0,1,1,ON ROAD,"stopEvent,locationEvent",MH09FL0336
AMRAVATI,PARATWADA,,8.62818E+14,"NH353J, Paratwada, Amravati, Maharashtra, 444800, India",55:46.0,0,0,1,1,ON ROAD,locationEvent,MH40Y5697
THANE,BHIVANDI,,8.62818E+14,BHIVANDI Depot,55:46.0,0,0,1,0,ON ROAD,locationEvent,MH14BT3936
SOLAPUR,MANGALWEDHA,,8.69247E+14,MANGALWEDHA Depot,55:45.0,0,0,1,1,ON ROAD,locationEvent,MH40N9282
SATARA,PATAN,,8.62818E+14,"Patan, Satara, Maharashtra, 415206, India",55:45.0,0,0,1,1,ON ROAD,"locationEvent,stopEvent",MH06S8063
PUNE,SASWAD,,8.62818E+14,"Z.P.School., NH753F, Waluj MIDC, Waluj Buzurg, Aurangabad, Maharashtra, 431136, India",55:45.0,44.8,0,1,1,ON ROAD,locationEvent,MH12EF6259
JALGAON,JALGAON,,8.69247E+14,"Jalgaon, ?????, Jalgaon, Maharashtra, 425001, India",55:45.0,0,1,1,1,ON ROAD,locationEvent,MH14BT1329
CHANDRAPUR,CHANDRAPUR,,8.62818E+14,CHANDRAPUR - Bus Stop,55:44.0,0,0,1,1,ON ROAD,locationEvent,MH40N9423
BEED,AMBAJOGAI,,8.69247E+14,"SH156;SH157, Ambajogai, Bir, Bid, Maharashtra, 431517, India",55:44.0,0,0,1,1,ON ROAD,"locationEvent,stopEvent",MH13CU7312
DHULE,DHULE,,8.69247E+14,"Dhule, Maharashtra, 424001, India",55:44.0,0,0,1,1,ON ROAD,locationEvent,MH20BL2602
BHANDARA,SAKOLI,,8.62818E+14,"Sakoli, Bhandara, Bhandara, Maharashtra, 441802, India",55:44.0,0,0,1,1,ON ROAD,locationEvent,MH40Y5594
AURANGABAD,AURANGABAD I,,8.62818E+14,"Jalgaon, ?????, Jalgaon, Maharashtra, 425001, India",55:44.0,0,1,1,1,ON ROAD,locationEvent,MH14BT1901
NASIK,IGATPURI,,8.68997E+14,"Old Agra Road, Igatpuri, ?????, Nashik, Maharashtra, India",55:44.0,0,1,1,1,ON ROAD,locationEvent,MH14BT3335
NASIK,PIMPALGAON,,8.67322E+14,"NH52, Songvir, Dhule, Maharashtra, 424309, India",55:43.0,50.9,0,1,1,ON ROAD,locationEvent,MH40N8613
WARDHA,ARVI,,8.62818E+14,"NH647, Arvi, Wardha, Maharashtra, 442200, India",55:43.0,0,0,1,1,ON ROAD,locationEvent,MH40AQ6143
LATUR,LATUR,,8.69247E+14,"Mitra Nagar, Latur, Maharashtra, 413512, India",55:42.0,0,0,1,1,ON ROAD,locationEvent,MH13CU6554
SATARA,VADUJ,,8.62818E+14,"Vaduj, Satara, Maharashtra, 415506, India",55:42.0,0,0,1,1,ON ROAD,locationEvent,MH14BT2879
WARDHA,WARDHA,,8.62818E+14,"Wardha, Maharashtra, 442001, India",55:42.0,0,0,1,0,ON ROAD,locationEvent,MH40Y5877
PUNE,SHIVAJINAGAR,,8.67322E+14,"Shankar Kalat Nagar, Wakad, Punawale, Pune, Pune District, Maharashtra, 412101, India",55:42.0,0,1,1,1,ON ROAD,locationEvent,MH04JK0199
PUNE,SHIVAJINAGAR,,8.68996E+14,"NH753F, Bhanas, Ahmadnagar, Ahmednagar, Maharashtra, 414603, India",55:42.0,0,1,1,1,ON ROAD,locationEvent,MH06S8114
RAIGAD,PEN,,8.68997E+14,"Mumbai-Pune Expressway, Malavli, Pune, Pune District, Maharashtra, 410401, India",55:42.0,0,1,1,1,ON ROAD,locationEvent,MH20BL1226
DHULE,NANDURBAR,,8.68997E+14,NANDURBAR Depot,55:42.0,0,0,1,0,ON ROAD,locationEvent,MH20BL3770
NASIK,YEOLA,,8.67322E+14,"NH52, Sangavi, Dhule, Maharashtra, 425326, India",55:41.0,0,0,1,0,ON ROAD,locationEvent,MH14BT3616
NASIK,SINNAR,,8.68997E+14,SINNAR - Bus Stop,55:41.0,0,1,1,1,ON ROAD,locationEvent,MH12EF6834
DHULE,NANDURBAR,,8.68997E+14,"Nandurbar, Nandubar, Maharashtra, 425412, India",55:40.0,0,1,1,1,ON ROAD,locationEvent,MH20BL3769
