"division_name","depot_name","division_id","depot_id","route_code","device_imei","event_location","event_date","speed","ignition_status","gps_status","main_battery_status","vehicle_status","running_status","vehicle_reg_no"
"NASIK","LASALGAON","36","138"," ","867322030764203","SH7, Shastrinagar, नाशिक, Nashik, Maharashtra, 422306, India","2020-06-15 12:00:47.0","8.2","1","1","1","ON ROAD","locationEvent","MH14BT2930"
"NASIK","YEOLA","36","294"," ","867322031161136","Aurangabad Central Bus Station, Bus Station Road, Guatam Nagar, Cantonment, Aurangabad, Maharashtra, 431002, India","2020-06-15 11:59:17.0","0","0","1","0","ON ROAD","lowBatteryAlert,locationEvent","MH14BT3618"
"AHMADNAGAR","SHEVGAON","4","238"," ","869247045893754","SHEVGAON Depot","2020-06-15 11:57:50.0","0","0","1","0","ON ROAD","locationEvent","MH14BT0711"
"NASIK","LASALGAON","36","138"," ","867322030761944","LASALGAON Depot","2020-06-15 11:57:33.0","0","0","1","0","ON ROAD","stopEvent,locationEvent","MH14BT3809"
"SINDHUDURG","VIJAYDURG","47","281"," ","862818040401152","Kankavli Bus Depot, NH66, Kankavali, Sindhudurg, Maharashtra, 416602, India","2020-06-15 11:55:06.0","0","0","1","1","ON ROAD","locationEvent","MH20BL2980"
"RAIGAD","ALIBAG","43","13"," ","868997036863163","NH66, Vadkhal, Kulāba, Raigad, Maharashtra, India","2020-06-15 11:52:59.0","0","1","1","1","ON ROAD","locationEvent","MH20BL3248"
"JALGAON","AMALNER","23","14"," ","862818048059176","AMALNER Depot","2020-06-15 11:51:41.0","0","0","1","0","ON ROAD","locationEvent","MH20BL2403"
"OSMANABAD","TULJAPUR","37","264"," ","862818048063251","TULJAPUR Depot","2020-06-15 11:50:54.0","0","0","1","1","ON ROAD","locationEvent","MH20BL2043"
"SATARA","DAHIVADI","50","75"," ","869247045919526","DAHIVADI Depot","2020-06-15 11:46:46.0","0","0","1","1","ON ROAD","locationEvent","MH12EF6725"
"SATARA","DAHIVADI","50","75"," ","869247045970958","Dahiwadi, Satara, Maharashtra, 415508, India","2020-06-15 11:42:16.0","0","0","1","1","ON ROAD","locationEvent","MH12EF6531"
"BHANDARA","GONDIA","9","82"," ","862818040360267","GONDIA - Bus Stop","2020-06-15 11:39:26.0","0","0","1","0","ON ROAD","locationEvent","MH09EM1784"
"RAIGAD","ROHA","43","224"," ","869247045923635","Roha Bus Station, SH60, Roha, Kulāba, Raigad, Maharashtra, 402105, India","2020-06-15 11:38:07.0","0","0","1","0","ON ROAD","locationEvent,mainBatteryDisconnectAlert","MH14BT0165"
"PUNE","SWARGATE","41","259"," ","868996034795096","Swargate ST Stand, Satara Road, Swargate, Pune, Pune District, Maharashtra, 411001, India","2020-06-15 11:38:04.0","0","1","1","1","ON ROAD","locationEvent","MH06S8459"
"BHANDARA","GONDIA","9","82"," ","862818040239784","Gondia Bus Stand, Gondia - Balaghat Road, Sai Colony, Gondia, Gondiya, Maharashtra, 441600, India","2020-06-15 11:36:01.0","0","0","1","0","ON ROAD","locationEvent","MH09EM1721"
"CHANDRAPUR","CHANDRAPUR","14","55"," ","862818047890936","CHANDRAPUR - Bus Stop","2020-06-15 11:35:36.0","0","0","1","0","AT DWS","locationEvent","MH40N8917"
"RATNAGIRI","CHIPLUN","44","62"," ","868997035540267","CHIPLUN Depot","2020-06-15 11:31:31.0","0","1","1","1","ON ROAD","locationEvent","MH20BL1765"
"SATARA","PHALTAN","50","195"," ","862818043711854","Union Bank, Ring Road, MSEB Colony, Phaltan, Satara, Maharashtra, 415523, India","2020-06-15 11:31:14.0","0","0","2","0","ON ROAD","locationEvent","MH14BT1128"
"SATARA","KARAD","50","128"," ","867322030968119","SH61, Sadar Bazar, Satara, Maharashtra, 415002, India","2020-06-15 11:29:35.0","0","1","1","1","ON ROAD","locationEvent","MH07C7336"
"AURANGABAD","AURANGABAD II","5","19"," ","869247044594445","Corporation Swimming Pool, Bus Station Road, Guatam Nagar, Cantonment, Aurangabad, Maharashtra, 431002, India","2020-06-15 11:21:57.0","0","0","1","0","ON ROAD","locationEvent","MH20BL2893"
"SANGLI","ISLAMPUR","45","99"," ","868997036561767","Chandanwadi, Miraj, सांगली, Sangli, Sangli district, Maharashtra, 416400, India","2020-06-15 11:17:38.0","0","0","1","0","ON ROAD","locationEvent,lowBatteryResetAlert","MH408928"
"RAIGAD","MANGAON","43","160"," ","862818043689415","Mangaon Bus Station, NH66:753F, Mangaon, Kulāba, Raigad, Maharashtra, 402104, India","2020-06-15 11:15:25.0","0","0","1","0","ON ROAD","locationEvent,mainBatteryDisconnectAlert","MH14BT2421"
"PUNE","SWARGATE","41","259"," ","868996034795864","SWARGATE Depot","2020-06-15 11:13:08.0","0","0","1","0","ON ROAD","locationEvent","MH06S8346"
"PUNE","SHIVAJINAGAR","41","247"," ","867322031124704","Saraf Bazaar, Satpur, Nashik, नाशिक, Nashik, Maharashtra, 422001, India","2020-06-15 11:11:49.0","0","0","1","0","ON ROAD","locationEvent,lowBatteryAlert","MH14GU0703"
"SATARA","DAHIVADI","50","75"," ","869247045923452","Dahiwadi, Satara, Maharashtra, 415508, India","2020-06-15 11:11:21.0","0","0","1","1","ON ROAD","locationEvent","MH14BT3111"
"NAGPUR","KATOL","34","135"," ","862818040427959","SH247;SH248, Katol, Nagpur, Maharashtra, 441302, India","2020-06-15 11:10:20.0","0","0","1","0","ON ROAD","stopEvent,locationEvent","MH40Y5232"
"RAIGAD","PEN","43","190"," ","862818041740970","NH66, Vadkhal, Kulāba, Raigad, Maharashtra, India","2020-06-15 11:08:01.0","0","0","2","0","AT DWS","locationEvent,mainBatteryDisconnectAlert","MH20BL0547"
"PUNE","SWARGATE","41","259"," ","868996034794479","Swargate, Pune, Pune District, Maharashtra, 411001, India","2020-06-15 11:06:13.0","0","0","1","0","ON ROAD","lowBatteryAlert,locationEvent","MH06S9364"
"SINDHUDURG","VENGURLE","47","284"," ","862818043714726","Sagari Mahamarg, Mochemad Beach, Vengurla, Sindhudurg, Maharashtra, 416516, India","2020-06-15 11:05:43.0","0","0","1","0","ON ROAD","locationEvent,mainBatteryDisconnectAlert","MH07C7238"
"NASIK","NASIK I","36","181"," ","867322030895874","NASIK MAHAMARG - Bus Stop","2020-06-15 11:05:18.0","0","0","1","0","ON ROAD","locationEvent","MH14GU3187"
"SATARA","PARGAON KHANDALA","50","197"," ","869247045919633","Khandala, Satara, Maharashtra, 412802, India","2020-06-15 11:04:33.0","0","0","1","1","ON ROAD","locationEvent","MH07C9038"
"NASIK","NANDGAON","36","177"," ","867322031066772","SH25, Nandgaon, नाशिक, Nashik, Maharashtra, 423106, India","2020-06-15 11:04:01.0","0","1","1","1","ON ROAD","locationEvent","MH14BT0778"
"MUMBAI","URAN","32","277"," ","867322030895841","ONGC Uran Refinery, Uran, Kulāba, Raigad, Maharashtra, 400702, India","2020-06-15 11:03:09.0","0","0","1","0","ON ROAD","locationEvent,ignitionOffAlert","MH20BL1003"
"PUNE","BHOR","41","33"," ","862818040408587","Vinayak Nagar, Juni Sangvi, Pune, Pune District, Maharashtra, 411001, India","2020-06-15 11:02:38.0","0","1","1","1","ON ROAD","locationEvent","MH07C7282"
"OSMANABAD","OSMANABAD","37","187"," ","862818041631963","OSMANABAD Depot","2020-06-15 10:59:03.0","0","0","1","0","ON ROAD","locationEvent","MH20BL2042"
"SINDHUDURG","SAWANTWADI","47","258"," ","868997036634739","Sawantwadi Bus Stand, NH548H, Khaskilwada, Sawantwadi, Sindhudurg, Maharashtra, 416500, India","2020-06-15 10:58:18.0","0","1","1","1","ON ROAD","locationEvent","MH20BL0566"
"SANGLI","VITA","45","280"," ","869247046006083","VITA Depot","2020-06-15 10:57:54.0","0","0","1","1","ON ROAD","unauthorizedStopAlert,locationEvent,stopEvent","MH14BT0943"
"BHANDARA","TIRODA","9","270"," ","862818047856358","TIRODA - Bus Stop","2020-06-15 10:56:19.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH06S8861"
"SANGLI","MIRAJ","45","164"," ","868997036551453","Chandanwadi, Miraj, सांगली, Sangli, Sangli district, Maharashtra, 416400, India","2020-06-15 10:56:18.0","0","0","1","0","ON ROAD","locationEvent","MH12CH7531"
"SANGLI","ISLAMPUR","45","99"," ","868997036543963","Islampur Bus Station, Peth-Sangli Road, Shivaj Chowk, Islampur, Walwa, Sangli district, Maharashtra, 415409, India","2020-06-15 10:54:31.0","0","1","1","1","ON ROAD","locationEvent","MH07C9017"
"NASIK","YEOLA","36","294"," ","867322030841647","Yeola, नाशिक, Nashik, Maharashtra, 423400, India","2020-06-15 10:53:22.0","0","1","1","1","ON ROAD","locationEvent","MH11BL9245"
"SINDHUDURG","SAWANTWADI","47","258"," ","868997036563045","SAWANTWADI Depot","2020-06-15 10:52:59.0","0","1","1","0","ON ROAD","stopEvent,locationEvent,lowBatteryAlert","MH20BL2141"
"PUNE","RAJGURUNAGAR","41","220"," ","862818040319537","Vinayak Nagar, Juni Sangvi, Pune, Pune District, Maharashtra, 411001, India","2020-06-15 10:50:44.0","0","1","2","1","ON ROAD","locationEvent","MH07C7078"
"CHANDRAPUR","CHANDRAPUR","14","55"," ","862818047896883","GHUGGUS FATA / PADOLI - Bus Stop","2020-06-15 10:49:26.0","0","0","1","1","ON ROAD","stopEvent,locationEvent","MH07C9314"
"BHANDARA","TIRODA","9","270"," ","862818047820644","TIRODA - Bus Stop","2020-06-15 10:47:31.0","0","0","1","0","ON ROAD","locationEvent","MH06S8860"
"BHANDARA","TIRODA","9","270"," ","862818047855467","TIRODA - Bus Stop","2020-06-15 10:47:07.0","0","0","1","0","ON ROAD","locationEvent,mainBatteryDisconnectAlert","MH40N8983"
"BHANDARA","TIRODA","9","270"," ","862818047806767","Tirora, Gondiya, Maharashtra, India","2020-06-15 10:46:45.0","0","0","1","0","ON ROAD","locationEvent","MH40N9251"
"BHANDARA","TIRODA","9","270"," ","862818047848587","Tirora, Gondiya, Maharashtra, India","2020-06-15 10:45:01.0","0","0","1","0","ON ROAD","locationEvent","MH40Y5149"
"JALGAON","JALGAON","23","103"," ","869247044597471","JALGAON Depot","2020-06-15 10:43:27.0","0","0","1","0","ON ROAD","locationEvent,ignitionOffAlert","MH20BL1876"
"SANGLI","VITA","45","280"," ","862818043718966","VITA Depot","2020-06-15 10:41:15.0","0","0","1","0","ON ROAD","locationEvent,lowBatteryAlert","MH14BT0627"
"PALGHAR","BOISAR","40","47"," ","867322031047863","Boisar, Palghar, Maharashtra, 401501, India","2020-06-15 10:41:06.0","0","0","1","1","ON ROAD","locationEvent","MH14BT2277"
"NASIK","KALWAN","36","137"," ","867322031130644","Kalwan, नाशिक, Nashik, Maharashtra, 423500, India","2020-06-15 10:39:46.0","0","0","1","0","ON ROAD","lowBatteryAlert,locationEvent","MH408552"
"NASIK","LASALGAON","36","138"," ","867322030841522","SH7, Shastrinagar, नाशिक, Nashik, Maharashtra, 422306, India","2020-06-15 10:39:26.0","0","1","1","1","ON ROAD","locationEvent,ignitionOnAlert","MH14BT4206"
"NASIK","LASALGAON","36","138"," ","867322030802169","LASALGAON Depot","2020-06-15 10:37:57.0","0","0","1","0","ON ROAD","lowBatteryResetAlert,locationEvent","MH40N8831"
"SATARA","PARGAON KHANDALA","50","197"," ","869247045993935","Khandala, Satara, Maharashtra, 412802, India","2020-06-15 10:37:52.0","0","0","1","1","ON ROAD","locationEvent","MH12EF6861"
"AURANGABAD","AURANGABAD II","5","19"," ","869247044569991","Guatam Nagar, Cantonment, Aurangabad, Maharashtra, 431002, India","2020-06-15 10:34:21.0","0","1","1","1","ON ROAD","locationEvent","MH14BT2067"
"DHULE","DHULE","15","66"," ","869247044596424","Major District Road 46, Dhule, Maharashtra, 424001, India","2020-06-15 10:33:06.0","0","0","1","0","ON ROAD","locationEvent","MH20BL2601"
"KOLHAPUR","GADHINGLAJ","25","79"," ","862818047846748","Gadhinglaj Bus Stand, Gadhinlaj Chandgad Road, Anand Vihar, Gadahinglaj, Gadhinglaj, Kolhapur, Maharashtra, 416502, India","2020-06-15 10:32:54.0","0","0","1","1","ON ROAD","locationEvent","MH408925"
"NASIK","IGATPURI","36","96"," ","867322030765465","Old Agra Road, Igatpuri, नाशिक, Nashik, Maharashtra, India","2020-06-15 10:32:53.0","0","1","1","1","ON ROAD","locationEvent,stopEvent","MH14BT1304"
"PALGHAR","VASAI","40","285"," ","862818041624141","Vasai-Virar, Palghar, Maharashtra, India","2020-06-15 10:32:10.0","0","0","1","1","ON ROAD","locationEvent","MH14BT2465"
"KOLHAPUR","MALKAPOOR","25","155"," ","869247045993851","NH166, Malkapur, Shahuwadi, Kolhapur, Maharashtra, 415101, India","2020-06-15 10:30:54.0","0","0","1","1","ON ROAD","locationEvent","MH20D9074"
"SINDHUDURG","KANKAVALI","47","123"," ","868997036866497","Kankavli Bus Depot, NH66, Kankavali, Sindhudurg, Maharashtra, 416602, India","2020-06-15 10:29:34.0","0","0","1","0","ON ROAD","lowBatteryAlert,locationEvent","MH14BT0250"
"PUNE","BARAMATI MIDC","41","41"," ","862818040320816","Pune, Pune District, Maharashtra, India","2020-06-15 10:27:14.0","0","0","1","0","ON ROAD","mainBatteryDisconnectAlert,locationEvent","MH06S8431"
"NAGPUR","NAGPUR RURAL 2","34","178"," ","862818040407704","Nagpur Main Bus Stand, Bus Stand Road, Shaniwari, Gandhi Baug, Nagpur, Maharashtra, 440001, India","2020-06-15 10:25:43.0","4.3","0","1","1","ON ROAD","locationEvent","MH14BT5019"
"NASIK","YEOLA","36","294"," ","867322030842074","Yeola, नाशिक, Nashik, Maharashtra, 423400, India","2020-06-15 10:23:22.0","0","0","1","0","ON ROAD","locationEvent","MH14BT3632"
"SANGLI","MIRAJ","45","164"," ","862818040350474","Chandanwadi, Miraj, सांगली, Sangli, Sangli district, Maharashtra, 416400, India","2020-06-15 10:23:00.0","0","1","2","1","OFF ROAD","locationEvent","MH14BT5047"
"SANGLI","MIRAJ","45","164"," ","868997036544193","Chandanwadi, Miraj, सांगली, Sangli, Sangli district, Maharashtra, 416400, India","2020-06-15 10:21:32.0","0","1","1","0","ON ROAD","mainBatteryDisconnectAlert,locationEvent","MH14BT4428"
"KOLHAPUR","KOLHAPUR","25","117"," ","868997036543906","KOLHAPUR Depot","2020-06-15 10:20:36.0","0","0","1","0","ON ROAD","stopEvent,lowBatteryAlert,locationEvent","MH14BT0511"
"SINDHUDURG","SAWANTWADI","47","258"," ","868997036635876","Kankavli Bus Depot, NH66, Kankavali, Sindhudurg, Maharashtra, 416602, India","2020-06-15 10:19:01.0","0","1","1","1","ON ROAD","locationEvent","MH14BT4614"
"SINDHUDURG","MALVAN","47","156"," ","862818043712407","MALVAN Depot","2020-06-15 10:15:29.0","0","0","2","0","ON ROAD","locationEvent","MH14BT0265"
"SINDHUDURG","MALVAN","47","156"," ","862818043706979","MALVAN Depot","2020-06-15 10:13:54.0","0","0","1","0","ON ROAD","locationEvent","MH20BL2718"
"NASIK","LASALGAON","36","138"," ","867322031070436","SH7, Shastrinagar, नाशिक, Nashik, Maharashtra, 422306, India","2020-06-15 10:13:28.0","0","1","1","1","ON ROAD","locationEvent","MH14BT0554"
"JALGAON","AMALNER","23","14"," ","862818048063160","State Highway 14, Amalner, जळगाव, Jalgaon, Maharashtra, 425400, India","2020-06-15 10:12:32.0","0","0","1","1","ON ROAD","locationEvent","MH20BL3013"
"SINDHUDURG","KUDAL","47","110"," ","868997036774485","KUDAL Depot","2020-06-15 10:12:28.0","0","0","1","0","AT DWS","locationEvent,lowBatteryAlert","MH14BT1806"
"JALNA","JALNA","24","105"," ","869247044472014","JALNA Depot","2020-06-15 10:10:09.0","0","0","1","0","ON ROAD","locationEvent","MH20BL2609"
"DHULE","SHIRPUR","15","250"," ","862818048068029","Aamoda, Shirpur, Dhule, Maharashtra, 425405, India","2020-06-15 10:06:54.0","0","0","1","1","ON ROAD","locationEvent","MH14BT1867"
"PUNE","SHIVAJINAGAR","41","247"," ","868997031716176","GOVT MILK SCHEME - Bus Stop","2020-06-15 10:06:36.0","0","0","1","1","ON ROAD","emergencyWireCutAlert,locationEvent","MH14BT4957"
"PALGHAR","BOISAR","40","47"," ","867322031022130","Boisar, Palghar, Maharashtra, 401501, India","2020-06-15 10:04:06.0","0","1","1","1","ON ROAD","locationEvent","MH40N9235"
"NASIK","PIMPALGAON","36","193"," ","867322031138415","Pimpalgaon Basvant, नाशिक, Nashik, Maharashtra, 422209, India","2020-06-15 10:03:03.0","0","1","1","1","ON ROAD","locationEvent","MH14BT4119"
"PUNE","RAJGURUNAGAR","41","220"," ","862818040401962","Vinayak Nagar, Juni Sangvi, Pune, Pune District, Maharashtra, 411001, India","2020-06-15 09:59:06.0","23.1","1","1","1","ON ROAD","locationEvent","MH07C7283"
"DHULE","SHIRPUR","15","250"," ","862818047990629","SHIRPUR Depot","2020-06-15 09:53:11.0","0","0","1","1","ON ROAD","locationEvent","MH14BT1721"
"WARDHA","HINGANGHAT","53","88"," ","862818047745205","HINGANGHAT - Bus Stop","2020-06-15 09:47:12.0","0","0","1","1","ON ROAD","locationEvent","MH40N8549"
"NASIK","YEOLA","36","294"," ","867322031048481","Yeola, नाशिक, Nashik, Maharashtra, 423400, India","2020-06-15 09:46:07.0","0","0","1","0","ON ROAD","lowBatteryAlert,locationEvent","MH14BT3617"
"CHANDRAPUR","CHIMUR","14","58"," ","862818047897584","NH353E, Chimur, Chandrapur, Maharashtra, 442903, India","2020-06-15 09:45:51.0","0","0","1","0","ON ROAD","locationEvent,stopEvent,lowBatteryAlert","MH40N9591"
"RATNAGIRI","CHIPLUN","44","62"," ","862818041634819","Mumbai Goa Highway, Chiplun, Ratnagiri, Maharashtra, 415600, India","2020-06-15 09:45:00.0","0","0","1","0","AT DWS","locationEvent,mainBatteryDisconnectAlert","MH14BT2752"
"CHANDRAPUR","CHIMUR","14","58"," ","862818047904323","CHIMUR - Bus Stop","2020-06-15 09:42:22.0","0","0","1","0","ON ROAD","locationEvent,mainBatteryDisconnectAlert","MH40AQ6055"
"WARDHA","HINGANGHAT","53","88"," ","862818047846649","Hinganghat, Wardha, Maharashtra, 442300, India","2020-06-15 09:41:02.0","0","0","1","1","ON ROAD","locationEvent","MH20D9144"
"CHANDRAPUR","CHIMUR","14","58"," ","862818047760758","NH353E, Chimur, Chandrapur, Maharashtra, 442903, India","2020-06-15 09:40:35.0","0","0","1","0","ON ROAD","locationEvent","MH12EF6921"
"JALNA","JALNA","24","105"," ","869247044586144","JALNA Depot","2020-06-15 09:39:06.0","0","0","1","0","ON ROAD","locationEvent,ignitionOffAlert","MH20BL2012"
"WARDHA","WARDHA","53","290"," ","862818047912532","Wardha, Maharashtra, 442001, India","2020-06-15 09:37:56.0","0","0","1","1","ON ROAD","locationEvent","MH40N9536"
"CHANDRAPUR","CHIMUR","14","58"," ","869247045951057","NH353E, Chimur, Chandrapur, Maharashtra, 442903, India","2020-06-15 09:37:17.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH07C9072"
"RATNAGIRI","CHIPLUN","44","62"," ","868997035531829","Chiplun, Ratnagiri, Maharashtra, 415600, India","2020-06-15 09:37:16.0","0","1","1","1","ON ROAD","locationEvent","MH20D9627"
"WARDHA","WARDHA","53","290"," ","862818047876992","Wardha, Maharashtra, 442001, India","2020-06-15 09:36:22.0","0","0","1","0","ON ROAD","locationEvent","MH40N9996"
"SANGLI","MIRAJ","45","164"," ","868997036774964","MIRAJ Depot","2020-06-15 09:35:10.0","0","1","1","1","ON ROAD","locationEvent","MH14BT3689"
"WARDHA","HINGANGHAT","53","88"," ","862818047818879","Hinganghat, Wardha, Maharashtra, 442300, India","2020-06-15 09:35:07.0","28.7","0","1","1","ON ROAD","locationEvent","MH40Y5088"
"SANGLI","MIRAJ","45","164"," ","868997036561007","Chandanwadi, Miraj, सांगली, Sangli, Sangli district, Maharashtra, 416400, India","2020-06-15 09:34:51.0","0","1","1","1","ON ROAD","locationEvent","MH14BT3189"
"JALGAON","JALGAON","23","103"," ","869247044638721","Jalgaon, जळगाव, Jalgaon, Maharashtra, 425001, India","2020-06-15 09:34:19.0","0","1","1","1","ON ROAD","locationEvent","MH20BL3152"
"NASIK","SATANA","36","256"," ","867322031048333","SATANA - Bus Stop","2020-06-15 09:33:38.0","0","0","1","1","ON ROAD","locationEvent","MH40N8830"
"SINDHUDURG","SAWANTWADI","47","258"," ","868997037848122","SAWANTWADI Depot","2020-06-15 09:32:37.0","0","0","1","0","ON ROAD","locationEvent,ignitionOffAlert","MH14BT4266"
"NAGPUR","NAGPUR RURAL 2","34","178"," ","862818043690561","Jat-tarodi Road, Shaniwari, Dhantoli, Nagpur, Maharashtra, 440001, India","2020-06-15 09:31:09.0","0","1","1","1","ON ROAD","locationEvent","MH40N8626"
"PUNE","BHOR","41","33"," ","862818040350532","Bhor Shirwal Rasta, Bhor, Pune, Pune District, Maharashtra, 412206, India","2020-06-15 09:29:10.0","0","1","1","1","ON ROAD","locationEvent","MH14BT4905"
"NASIK","SATANA","36","256"," ","867322031194640","SATANA - Bus Stop","2020-06-15 09:24:15.0","0","1","1","1","ON ROAD","locationEvent,lowBatteryResetAlert","MH14BT4716"
"CHANDRAPUR","CHIMUR","14","58"," ","862818047879707","CHIMUR - Bus Stop","2020-06-15 09:24:03.0","0","0","1","0","ON ROAD","stopEvent,locationEvent","MH40N8557"
"BHANDARA","SAKOLI","9","239"," ","862818043713843","SAKOLI - Bus Stop","2020-06-15 09:23:05.0","0","0","1","0","ON ROAD","locationEvent","MH40Y5642"
"PUNE","NARAYANGAON","41","180"," ","868997031718966","Vinayak Nagar, Juni Sangvi, Pune, Pune District, Maharashtra, 411001, India","2020-06-15 09:19:34.0","6.8","0","1","0","ON ROAD","ignitionOffAlert,locationEvent","MH12EF6407"
"AHMADNAGAR","TARAKPUR","4","265"," ","869247044593686","Tarakpur Bus Stand, Ahmednagar Loni Dhanora Road, Maliwada Ganpati, Ahmadnagar, Ahmednagar, Maharashtra, 414001, India","2020-06-15 09:18:03.0","0","1","1","1","ON ROAD","locationEvent","MH07C7174"
"NASIK","KALWAN","36","137"," ","867322030904742","MDR4, Kalwan, नाशिक, Nashik, Maharashtra, 423500, India","2020-06-15 09:18:03.0","0","1","1","1","ON ROAD","locationEvent","MH40Y5997"
"NASIK","MALEGAON","36","153"," ","867322031130685","MALEGAON Depot","2020-06-15 09:17:41.0","0","1","1","1","ON ROAD","locationEvent","MH40Y5667"
"MUMBAI","KURLA NEHRU NAGAR","32","124"," ","867322030841027","Ganesh Mandir, Shell Colony Road, Thakkar Bappa Colony, Zone 5, Mumbai, Mumbai Suburban, Maharashtra, 400 071, India","2020-06-15 09:15:33.0","0","0","1","0","AT DWS","locationEvent","MH09EM2294"
"JALGAON","JAMNER","23","107"," ","862818040401301","SH185, Jamner, जळगाव, Jalgaon, Maharashtra, 424206, India","2020-06-15 09:15:30.0","0","1","1","1","ON ROAD","locationEvent","MH20BL1931"
"CHANDRAPUR","CHIMUR","14","58"," ","862818047875150","NH353E, Chimur, Chandrapur, Maharashtra, 442903, India","2020-06-15 09:10:53.0","0","0","1","0","ON ROAD","locationEvent","MH07C9409"
"PUNE","SWARGATE","41","259"," ","868997037844790","Swargate ST Stand, Satara Road, Swargate, Pune, Pune District, Maharashtra, 411001, India","2020-06-15 09:07:35.0","0","0","1","0","ON ROAD","locationEvent","MH07C7608"
"SINDHUDURG","SAWANTWADI","47","258"," ","868997036866950","Sawantwadi Bus Stand, NH548H, Khaskilwada, Sawantwadi, Sindhudurg, Maharashtra, 416500, India","2020-06-15 09:06:07.0","0","0","1","0","ON ROAD","ignitionOffAlert,locationEvent","MH14BT2209"
"BHANDARA","GONDIA","9","82"," ","862818047754132","Gondia Bus Stand, Gondia - Balaghat Road, Sai Colony, Gondia, Gondiya, Maharashtra, 441600, India","2020-06-15 09:03:01.0","0","0","1","0","ON ROAD","locationEvent,lowBatteryAlert","MH40AQ6329"
"NASIK","MALEGAON","36","153"," ","867322031011273","Malegaon Bus Depot, NH160H, Malegaon, नाशिक, Nashik, Maharashtra, 423200, India","2020-06-15 09:01:14.0","0","1","1","1","ON ROAD","locationEvent","MH06S8393"
"OSMANABAD","OSMANABAD","37","187"," ","862818041631112","Osmanabad, Maharashtra, 413500, India","2020-06-15 08:59:55.0","0","0","1","0","ON ROAD","locationEvent,stopEvent,unauthorizedStopAlert","MH06BW0655"
"AURANGABAD","PAITHAN","5","213"," ","862818040402838","Paithan Bus Station, SH148, Paithan, Aurangabad, Maharashtra, 431107, India","2020-06-15 08:59:43.0","0","1","1","0","ON ROAD","locationEvent,mainBatteryDisconnectAlert","MH20BL2165"
"CHANDRAPUR","CHIMUR","14","58"," ","862818047788577","CHIMUR - Bus Stop","2020-06-15 08:59:33.0","0","0","1","1","ON ROAD","locationEvent","MH07C7097"
"NAGPUR","NAGPUR RURAL 2","34","178"," ","862818040427645","Nagpur Main Bus Stand, Bus Stand Road, Shaniwari, Gandhi Baug, Nagpur, Maharashtra, 440001, India","2020-06-15 08:59:29.0","0","0","1","0","ON ROAD","stopEvent,locationEvent","MH40AQ6388"
"SINDHUDURG","SAWANTWADI","47","258"," ","868997037848395","SAWANTWADI Depot","2020-06-15 08:57:16.0","0","1","1","1","ON ROAD","locationEvent","MH20BL2143"
"SINDHUDURG","SAWANTWADI","47","258"," ","868997036544011","Sawantwadi Bus Stand, NH548H, Khaskilwada, Sawantwadi, Sindhudurg, Maharashtra, 416500, India","2020-06-15 08:55:28.0","0","0","1","0","ON ROAD","locationEvent","MH14BT4597"
"RAIGAD","ALIBAG","43","13"," ","868997036652939","ALIBAG Depot","2020-06-15 08:50:57.0","0","1","1","1","ON ROAD","locationEvent","MH14BT1482"
"CHANDRAPUR","RAJURA","14","222"," ","862818047746195","Rajura, Chandrapur, Maharashtra, India","2020-06-15 08:47:09.0","0","0","1","1","ON ROAD","locationEvent","MH07C7314"
"NAGPUR","NAGPUR RURAL 2","34","178"," ","862818040243745","NAGPUR CBS 1 Depot","2020-06-15 08:43:38.0","0","0","2","0","ON ROAD","locationEvent","MH40AQ6451"
"PUNE","SWARGATE","41","259"," ","868997037844030","Vinayak Nagar, Juni Sangvi, Pune, Pune District, Maharashtra, 411001, India","2020-06-15 08:37:52.0","0","1","1","1","ON ROAD","locationEvent,stopEvent","MH07C9067"
"RATNAGIRI","DAPOLI","44","70"," ","869247044593454","Dapoli ST, SH104, Dapoli, Kulāba, Konkan Division, Maharashtra, 415712, India","2020-06-15 08:36:15.0","0","0","1","1","ON ROAD","locationEvent","MH09FL0196"
"BHANDARA","TUMSAR","9","269"," ","862818043731696","TUMSAR - Bus Stop","2020-06-15 08:34:38.0","0","1","2","1","ON ROAD","locationEvent","MH07C9446"
"SANGLI","ISLAMPUR","45","99"," ","868997036775714","ISLAMPUR - Bus Stop","2020-06-15 08:31:30.0","0","1","1","1","ON ROAD","locationEvent","MH14BT1134"
"SANGLI","TASGAON","45","271"," ","869247045923213","NH160, Tasgaon, Sangli district, Maharashtra, 416312, India","2020-06-15 08:30:29.0","0","0","1","0","ON ROAD","locationEvent","MH40N8364"
"JALGAON","AMALNER","23","14"," ","862818048116877","State Highway 14, Amalner, जळगाव, Jalgaon, Maharashtra, 425400, India","2020-06-15 08:29:52.0","0","0","1","1","ON ROAD","locationEvent","MH14BT2245"
"NAGPUR","NAGPUR CBS 1","34","174"," ","862818043761321","Jat-tarodi Road, Shaniwari, Dhantoli, Nagpur, Maharashtra, 440001, India","2020-06-15 08:22:55.0","0","0","1","1","ON ROAD","locationEvent","MH40N8624"
"OSMANABAD","TULJAPUR","37","264"," ","862818048060927","TULJAPUR Depot","2020-06-15 08:20:29.0","0","0","1","1","ON ROAD","locationEvent","MH20BL4223"
